"ID","DATE","YEAR","INDICATOR","MEASURE1","MEASURE2","MEASURE1_DESCRIPTION","MEASURE2_DESCRIPTION","VALUE1","UNITS","NOTE","SOURCE"
"1_2020_02_23","2020 Feb 23 12:00:00 AM","2,020","Capacity of Containerships Calling at U.S. Ports (in TEUs)",,,,,"1,729,841","TEUs","This series is now based on CBP's Vessel Management System (VMS) data (previously based on AIS data from IHS). The VMS series counts only vessels entering port for an official reason, typically to load or unload cargo which makes the number lower since the previous AIS series counted any vessel entering a port. The current week is an estimate; data is subject to change as remaining data is received over subsequent weeks.","MARAD Office of Policy and Plans analysis of CBP VMS data"
"1_2020_03_01","2020 Mar 01 12:00:00 AM","2,020","Capacity of Containerships Calling at U.S. Ports (in TEUs)",,,,,"1,707,373","TEUs","This series is now based on CBP's Vessel Management System (VMS) data (previously based on AIS data from IHS). The VMS series counts only vessels entering port for an official reason, typically to load or unload cargo which makes the number lower since the previous AIS series counted any vessel entering a port. The current week is an estimate; data is subject to change as remaining data is received over subsequent weeks.","MARAD Office of Policy and Plans analysis of CBP VMS data"
"1_2020_03_08","2020 Mar 08 12:00:00 AM","2,020","Capacity of Containerships Calling at U.S. Ports (in TEUs)",,,,,"1,664,186","TEUs","This series is now based on CBP's Vessel Management System (VMS) data (previously based on AIS data from IHS). The VMS series counts only vessels entering port for an official reason, typically to load or unload cargo which makes the number lower since the previous AIS series counted any vessel entering a port. The current week is an estimate; data is subject to change as remaining data is received over subsequent weeks.","MARAD Office of Policy and Plans analysis of CBP VMS data"
"1_2020_03_15","2020 Mar 15 12:00:00 AM","2,020","Capacity of Containerships Calling at U.S. Ports (in TEUs)",,,,,"1,611,995","TEUs","This series is now based on CBP's Vessel Management System (VMS) data (previously based on AIS data from IHS). The VMS series counts only vessels entering port for an official reason, typically to load or unload cargo which makes the number lower since the previous AIS series counted any vessel entering a port. The current week is an estimate; data is subject to change as remaining data is received over subsequent weeks.","MARAD Office of Policy and Plans analysis of CBP VMS data"
"1_2020_03_22","2020 Mar 22 12:00:00 AM","2,020","Capacity of Containerships Calling at U.S. Ports (in TEUs)",,,,,"1,720,497","TEUs","This series is now based on CBP's Vessel Management System (VMS) data (previously based on AIS data from IHS). The VMS series counts only vessels entering port for an official reason, typically to load or unload cargo which makes the number lower since the previous AIS series counted any vessel entering a port. The current week is an estimate; data is subject to change as remaining data is received over subsequent weeks.","MARAD Office of Policy and Plans analysis of CBP VMS data"
"1_2020_03_29","2020 Mar 29 12:00:00 AM","2,020","Capacity of Containerships Calling at U.S. Ports (in TEUs)",,,,,"1,771,148","TEUs","This series is now based on CBP's Vessel Management System (VMS) data (previously based on AIS data from IHS). The VMS series counts only vessels entering port for an official reason, typically to load or unload cargo which makes the number lower since the previous AIS series counted any vessel entering a port. The current week is an estimate; data is subject to change as remaining data is received over subsequent weeks.","MARAD Office of Policy and Plans analysis of CBP VMS data"
"1_2020_04_05","2020 Apr 05 12:00:00 AM","2,020","Capacity of Containerships Calling at U.S. Ports (in TEUs)",,,,,"1,752,317","TEUs","This series is now based on CBP's Vessel Management System (VMS) data (previously based on AIS data from IHS). The VMS series counts only vessels entering port for an official reason, typically to load or unload cargo which makes the number lower since the previous AIS series counted any vessel entering a port. The current week is an estimate; data is subject to change as remaining data is received over subsequent weeks.","MARAD Office of Policy and Plans analysis of CBP VMS data"
"1_2020_04_12","2020 Apr 12 12:00:00 AM","2,020","Capacity of Containerships Calling at U.S. Ports (in TEUs)",,,,,"1,798,195","TEUs","This series is now based on CBP's Vessel Management System (VMS) data (previously based on AIS data from IHS). The VMS series counts only vessels entering port for an official reason, typically to load or unload cargo which makes the number lower since the previous AIS series counted any vessel entering a port. The current week is an estimate; data is subject to change as remaining data is received over subsequent weeks.","MARAD Office of Policy and Plans analysis of CBP VMS data"
"1_2020_04_19","2020 Apr 19 12:00:00 AM","2,020","Capacity of Containerships Calling at U.S. Ports (in TEUs)",,,,,"1,814,010","TEUs","This series is now based on CBP's Vessel Management System (VMS) data (previously based on AIS data from IHS). The VMS series counts only vessels entering port for an official reason, typically to load or unload cargo which makes the number lower since the previous AIS series counted any vessel entering a port. The current week is an estimate; data is subject to change as remaining data is received over subsequent weeks.","MARAD Office of Policy and Plans analysis of CBP VMS data"
"1_2020_04_26","2020 Apr 26 12:00:00 AM","2,020","Capacity of Containerships Calling at U.S. Ports (in TEUs)",,,,,"1,961,827","TEUs","This series is now based on CBP's Vessel Management System (VMS) data (previously based on AIS data from IHS). The VMS series counts only vessels entering port for an official reason, typically to load or unload cargo which makes the number lower since the previous AIS series counted any vessel entering a port. The current week is an estimate; data is subject to change as remaining data is received over subsequent weeks.","MARAD Office of Policy and Plans analysis of CBP VMS data"
"1_2020_05_03","2020 May 03 12:00:00 AM","2,020","Capacity of Containerships Calling at U.S. Ports (in TEUs)",,,,,"1,913,128","TEUs","This series is now based on CBP's Vessel Management System (VMS) data (previously based on AIS data from IHS). The VMS series counts only vessels entering port for an official reason, typically to load or unload cargo which makes the number lower since the previous AIS series counted any vessel entering a port. The current week is an estimate; data is subject to change as remaining data is received over subsequent weeks.","MARAD Office of Policy and Plans analysis of CBP VMS data"
"1_2020_05_10","2020 May 10 12:00:00 AM","2,020","Capacity of Containerships Calling at U.S. Ports (in TEUs)",,,,,"1,710,579","TEUs","This series is now based on CBP's Vessel Management System (VMS) data (previously based on AIS data from IHS). The VMS series counts only vessels entering port for an official reason, typically to load or unload cargo which makes the number lower since the previous AIS series counted any vessel entering a port. The current week is an estimate; data is subject to change as remaining data is received over subsequent weeks.","MARAD Office of Policy and Plans analysis of CBP VMS data"
"1_2020_05_17","2020 May 17 12:00:00 AM","2,020","Capacity of Containerships Calling at U.S. Ports (in TEUs)",,,,,"1,724,744","TEUs","This series is now based on CBP's Vessel Management System (VMS) data (previously based on AIS data from IHS). The VMS series counts only vessels entering port for an official reason, typically to load or unload cargo which makes the number lower since the previous AIS series counted any vessel entering a port. The current week is an estimate; data is subject to change as remaining data is received over subsequent weeks.","MARAD Office of Policy and Plans analysis of CBP VMS data"
"1_2020_05_24","2020 May 24 12:00:00 AM","2,020","Capacity of Containerships Calling at U.S. Ports (in TEUs)",,,,,"1,833,320","TEUs","This series is now based on CBP's Vessel Management System (VMS) data (previously based on AIS data from IHS). The VMS series counts only vessels entering port for an official reason, typically to load or unload cargo which makes the number lower since the previous AIS series counted any vessel entering a port. The current week is an estimate; data is subject to change as remaining data is received over subsequent weeks.","MARAD Office of Policy and Plans analysis of CBP VMS data"
